filepath,source,sample_rate
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b6d14a3f-19d6-4170-a7d1-69219cc64d56.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/062/062180.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2fe17565-ba2e-44b6-ae7c-25e1bf6d9e79.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/c763ce4c-9020-4c66-bd29-1b87b745efd1.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/90cabae6-bb84-4dc2-88bf-a618472d51d7.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/148/148186.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/92408e9e-c670-4951-bf4a-9b5572bad726.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/120439a7-b310-473a-9e4b-ace47608bf9e.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/104/104352.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/064/064584.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6fc4d630-f4a4-4114-a886-124336fe16b6.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/072/072068.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/c053eff4-ca92-46c6-8282-d515af222286.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b545621d-a3ef-4293-91f9-86246c27143f.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/012/012449.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/148/148896.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/127/127048.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/124/124177.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/066/066923.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/144/144161.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/cae2be4c-a41d-4833-a811-d56de604fcc3.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/148/148217.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/396f0529-4f1a-42e0-86bf-fa00bd2263c4.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/079/079616.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/80993ff3-4f73-4763-b3b9-d6adbf09447b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/5662c803-e3a7-4f45-8cd8-a3ac5709c8bf.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/071/071364.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/044/044093.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/074/074706.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/5c77dde7-2123-433f-a1d2-4c2362993657.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/138/138314.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/096/096711.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/040/040633.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/071/071715.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/006/006370.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/029/029718.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/037/037927.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/113/113267.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/071/071251.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/c0aae427-86b5-47c0-a9cb-6b14912945af.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/099/099106.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/082/082245.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/d9cd925c-1ed4-4731-9f62-279fbe710c80.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/009/009748.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f28557b4-bcd2-493a-a998-8b7a6ad94888.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/811df16f-5d7b-4c07-b0cc-e7d0a33c5958.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/e72e5f34-10d3-4ab1-a88f-2818d2cae4bc.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/142/142557.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/118/118655.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/136/136087.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f4367243-d012-4ffb-bc58-aaaf2e0b60d2.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/064/064078.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/113/113360.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/e517c8b1-34f9-4f5b-a588-c1923e01790d.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/295143d5-4694-429d-9d59-7c8f7880fdf3.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/082/082707.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/cfb2800c-f664-48c7-aebf-456ee431d9d6.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2c887989-e3c5-476f-bd89-630e4c168a47.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/116/116451.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/1f036ac9-96fc-4a75-a21d-84296e07fd35.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/132/132194.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/124/124412.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/146/146711.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/0fddb91c-e97d-423d-8436-555736e3cd7a.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/60890756-b8f0-4b23-b844-4e3e39e19ca2.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/520e53ad-af74-4d4d-85b8-86256e1422bb.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/071/071404.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6fe61e40-6413-4898-8b7f-b13b227c7dc3.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/151/151764.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/122/122119.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/3469514c-4c84-4bc7-8330-68b6a15adf13.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/8cf11140-d127-417b-ba3f-d8c82cd0c336.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/9d60ea98-0bd9-4946-82b4-c3c38a45d0e8.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/075/075672.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/130/130369.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/9677f557-69d4-41e3-a139-36423b2699f8.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/81e6725f-2105-4992-8ed7-22df5b000bbf.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/096/096631.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/064/064770.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/1db51937-ba8a-4a3d-95c8-2283e3e5f506.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/64162aff-7bda-476c-9e07-5925900725a0.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/64cfc175-9feb-4683-bdce-56ac6b782319.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/0277e7cc-a258-4eb7-836a-dbebb1576977.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/26fce24d-bc3c-48f1-9a3f-0294a2ca8f21.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/062/062205.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/bdd23bef-bab9-466b-b082-6c0b9075d59e.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/003/003861.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/010/010003.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/129/129915.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/a6c73e0d-8ddf-416a-be00-d82bc43d69df.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/041/041865.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/074/074393.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/039/039667.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/046/046930.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/ea8c2f78-1e40-4f5b-8050-5c0068333ff0.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6d9c90d7-1cd9-4d62-832e-fc8b708ba963.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/032/032217.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/140/140951.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/c0fc62fa-61f5-4744-9eaa-e0db23f63f36.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f84910f4-aeff-4ddf-99cc-02dd57791d65.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/113/113788.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/126/126720.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/111/111412.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/15c9a356-77ae-4997-ae12-dc8065346680.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/143/143020.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/cb23d09a-772b-428f-a685-3376564e5a87.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/088/088936.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/7479c7fb-1250-4202-a741-68aa40f672d8.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2c0aaa22-5b4f-4cf1-ba4f-9721d4c241c1.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/023/023500.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/e807c91d-3e37-4b51-8c0a-62cf1cfe24c4.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/127/127722.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/091/091158.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/070/070824.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f678fa8e-2cfb-4d36-bc78-7c8b20936815.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/071/071159.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/131/131128.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/062/062037.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/074/074360.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/76047d06-eee4-46e5-9850-52682f435e36.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f02c63b7-8765-42de-b93f-49825b1e8253.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/823665b4-3b13-4f57-9781-e39db8d9841a.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/130/130640.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/086/086119.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/7a713122-985a-4320-a387-6e26f2b86d2b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/a9f0bb9e-99c2-4e42-a275-afc00bd87053.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/021/021672.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/cea82e4e-6562-4559-af8a-20de113c0459.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/071/071688.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/68d99841-c5b0-4152-a3a8-950e7a6cd969.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/019/019592.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/116/116829.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/08fc4523-b182-4fcf-ac83-90d7a8b8c0f9.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2dd6efc9-a577-4f90-abaa-41289e22f2be.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/144/144181.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/0414e252-a597-4b3c-bb24-79f50c5dfbc0.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/e4887ce1-c45f-4f68-8e68-5cc4807c7bb1.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/cc3b3645-41a0-4ebb-ba3c-7a8ae5ab127c.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/3629ee10-18b9-444a-b70d-bb8346c56ab6.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f65dd11d-a910-4065-bfbc-033eee28d156.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b71d910e-a85d-4098-be9d-abb0c630019f.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/031/031250.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/22ef680e-e55d-4b1d-b4c8-409f714394dd.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/060/060873.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/003/003469.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b6567d56-01e5-4e6a-9977-1c8d26b8e5c7.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/059/059938.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/bdbce4c1-f902-4115-94e8-bb951474f74b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/98808ca8-9730-4d28-a6f4-71e9635e5607.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/011/011396.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/134/134452.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/059/059686.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/a49be22b-61d3-4977-a67b-908404fc6a1d.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/a7c7a162-b4f9-4ab6-8375-a25ebfff28a8.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/077/077868.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/ace4ee7d-6579-47e7-9d52-b64c4fbacdc1.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/142/142565.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/043/043154.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/001/001106.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/093/093081.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/034/034982.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/006/006633.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b9f9f566-61b9-4a7d-a4f0-1b5248b432be.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/018/018325.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/122/122630.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f6f3376a-1cf9-49de-a30e-51d3c1f76c8c.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/0babd432-d9e0-4ca3-8c00-9d060541b416.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/296c9e57-0d4f-4678-a1ee-f5b810547cd5.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/02f0e69d-a31e-4f8b-a876-c773217ac7fd.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/85c3fbde-ff42-4564-9dcc-bebbc2070823.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/cfd85dcd-ae10-4d02-874c-c4f128dfcd20.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/feb5815c-0e3a-43c5-88ff-8e21916b4505.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/028/028482.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/009/009678.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/003ef375-f688-4a20-81cf-083ecc899983.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2fddee3b-ff18-4ae5-b36f-bd7ca541e293.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/cfa48429-7c5b-458f-8198-f4e856be9b5f.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/4428ddef-0e73-4fd9-9190-cc6d397a2548.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/4aab073a-8f0b-4da7-a488-0e84210f657f.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/073/073990.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/099/099033.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/a58ff201-95c6-44c4-96eb-b7b9dba239ef.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/e94ef118-a9f4-42f1-86de-163d47702261.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/113/113154.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/004/004787.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/091/091892.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/132/132781.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/087/087372.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b8d6a99e-5f26-43c4-b14d-270982003587.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/071/071999.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/145/145915.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/059/059941.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/062/062006.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/753855f9-d62f-4fe0-af50-87e707cb8bcf.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f7569885-8589-4194-9698-f77111377676.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/cad73601-ffb6-4911-ac64-d85eaa3d8811.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2a060a47-fe98-4d00-ba9f-6c7f72e475a9.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/290c7494-f1b5-465e-af37-e00538ecc7b1.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/bdcb8c56-4fac-4590-b4d2-b714ca337ba2.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/015/015541.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/096/096928.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/059/059679.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/63643b83-e11b-41b7-b2c0-c0088d567b2e.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/098/098301.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/087/087642.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/056/056550.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/131/131552.mp3,Human,48000
